10 - Detailed Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,VALID VOTES POLLED,,,,
STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Punjab,80,Fazilka,8 RESHAM LAL,MALE,63,GENERAL,IND,Cot,484,6,490,0.34,178100
Punjab,80,Fazilka,9 NARINDER SINGH,MALE,36,GENERAL,IND,Balloon,321,0,321,0.22,178100
Punjab,80,Fazilka,10 SANDEEP KUMAR,MALE,32,GENERAL,RPI(A),Air Conditioner,307,0,307,0.21,178100
Punjab,80,Fazilka,11 VIRU SINGH,MALE,42,SC,IND,Bangles,230,0,230,0.16,178100
Punjab,80,Fazilka,12 KASHMIR SINGH,MALE,68,SC,IND,Auto- Rickshaw,132,1,133,0.09,178100
Punjab,80,Fazilka,13 GURJINDER SINGH,MALE,31,SC,IND,Baby Walker,127,1,128,0.09,178100
Punjab,80,Fazilka,14 SONIA,FEMALE,29,SC,IND,Almirah,90,0,90,0.06,178100
Punjab,80,Fazilka,15 HARNEK SINGH,MALE,41,SC,IND,Apple,83,0,83,0.06,178100
TURN OUT,,,,,,TOTAL:,,,143558,1666,145224,81.54,
Punjab,81,Abohar,1 SANDEEP JAKHAR,MALE,45,GENERAL,INC,Hand,49390,534,49924,37.51,178739
Punjab,81,Abohar,2 KULDEEP KUMAR alias DEEP KAMBOJ,MALE,32,GENERAL,AAAP,Broom,43835,618,44453,33.4,178739
Punjab,81,Abohar,3 ARUN NARANG,MALE,66,GENERAL,BJP,Lotus,21332,202,21534,16.18,178739
Punjab,81,Abohar,4 MOHINDER KUMAR RINWA,MALE,68,GENERAL,SAD,Scales,14207,138,14345,10.78,178739
Punjab,81,Abohar,5 BALJINDER SINGH,MALE,43,GENERAL,IND,BUCKET,891,8,899,0.68,178739
Punjab,81,Abohar,6 NOTA,,,,NOTA,NOTA,721,5,726,0.55,178739
Punjab,81,Abohar,7 CHARANJIT,MALE,69,GENERAL,IND,Bat,425,2,427,0.32,178739
Punjab,81,Abohar,8 RANJIT KUMAR,MALE,40,SC,IND,Ginger,370,1,371,0.28,178739
Punjab,81,Abohar,9 BALVIR RAM,MALE,49,SC,RPI(A),Camera,213,1,214,0.16,178739
Punjab,81,Abohar,10 HANS RAJ,MALE,60,GENERAL,IND,SHIP,209,0,209,0.16,178739
TURN OUT,,,,,,TOTAL:,,,131593,1509,133102,74.47,
Punjab,82,Balluana,1 AMANDEEP SINGH MUSAFIR,MALE,40,SC,AAAP,Broom,58439,454,58893,40.91,184437
Punjab,82,Balluana,2 VANDANA SANGWAL,FEMALE,30,SC,BJP,Lotus,39473,247,39720,27.59,184437
Punjab,82,Balluana,3 RAJINDER KAUR RAJPURA,FEMALE,51,SC,INC,Hand,22633,114,22747,15.8,184437
Punjab,82,Balluana,4 PRITHI RAM MEGH,MALE,53,SC,SAD,Scales,17732,84,17816,12.38,184437
Punjab,82,Balluana,5 SURINDER SINGH KHALSA,MALE,35,SC,IND,BUCKET,1986,2,1988,1.38,184437
Punjab,82,Balluana,6 NOTA,,,,NOTA,NOTA,1234,2,1236,0.86,184437
Punjab,82,Balluana,7 RAM KUMAR MEGH,MALE,47,SC,IND,Cot,518,2,520,0.36,184437
Punjab,82,Balluana,8 MANJIT KAUR,FEMALE,49,SC,IND,SHIP,393,0,393,0.27,184437
Punjab,82,Balluana,9 MANDEEP SINGH,MALE,32,SC,IND,Air Conditioner,334,0,334,0.23,184437
Punjab,82,Balluana,10 SURINDER MEGH,MALE,44,SC,IND,Auto- Rickshaw,316,1,317,0.22,184437
TURN OUT,,,,,,TOTAL:,,,143058,906,143964,78.06,
Punjab,83,Lambi,1 GURMEET SINGH KHUDIAN,MALE,59,GENERAL,AAAP,Broom,65717,596,66313,48.87,165827
Punjab,83,Lambi,2 PARKASH SINGH BADAL,MALE,94,GENERAL,SAD,Scales,54360,557,54917,40.47,165827
Punjab,83,Lambi,3 JAGPAL SINGH ABULKHURANA,MALE,54,GENERAL,INC,Hand,10052,84,10136,7.47,165827
Punjab,83,Lambi,4 JASWINDER SINGH,MALE,33,GENERAL,SAD(M),Truck,1315,3,1318,0.97,165827
Punjab,83,Lambi,5 NOTA,,,,NOTA,NOTA,1221,5,1226,0.9,165827
Punjab,83,Lambi,6 RAKESH DHINGRA,MALE,55,GENERAL,BJP,Lotus,1103,13,1116,0.82,165827
Punjab,83,Lambi,7 GURTEJ SINGH,MALE,44,SC,IND,Sewing Machine,392,1,393,0.29,165827
Punjab,83,Lambi,8 CHARANJIT SINGH,MALE,30,SC,IND,Table,277,1,278,0.2,165827
TURN OUT,,,,,,TOTAL:,,,134437,1260,135697,81.83,
Punjab,84,Gidderbaha,1 Amrinder Singh Raja Warring,MALE,44,GENERAL,INC,Hand,50433,565,50998,35.47,167771
Punjab,84,Gidderbaha,2 Hardeep Singh Dimpy Dhillon,MALE,54,GENERAL,SAD,Scales,49053,596,49649,34.53,167771
Punjab,84,Gidderbaha,3 Pritpal Sharma,MALE,51,GENERAL,AAAP,Broom,38356,525,38881,27.04,167771
Punjab,84,Gidderbaha,4 NOTA,,,,NOTA,NOTA,1081,7,1088,0.76,167771
Punjab,84,Gidderbaha,5 Gurpreet Singh Kotli,MALE,34,GENERAL,IND,Pot,871,9,880,0.61,167771
Punjab,84,Gidderbaha,6 Vikramjit Singh,MALE,34,SC,IND,Bat,477,0,477,0.33,167771
Punjab,84,Gidderbaha,7 Om Parkash,MALE,56,GENERAL,PLCP,HOCKEY AND BALL,379,12,391,0.27,167771
Punjab,84,Gidderbaha,8 Hardeep Singh,MALE,41,GENERAL,IND,Pendulum,360,4,364,0.25,167771
Punjab,84,Gidderbaha,9 Shivji Singh,MALE,40,SC,IND,BUCKET,300,3,303,0.21,167771
Punjab,84,Gidderbaha,10 Amandeep Singh,MALE,31,GENERAL,IND,Immersion Rod,248,4,252,0.18,167771
Punjab,84,Gidderbaha,11 Om Parkash,MALE,44,SC,PKD,Hand Cart,216,4,220,0.15,167771
Punjab,84,Gidderbaha,12 Kuldeep Singh,MALE,41,SC,BMUP,Cot,135,1,136,0.09,167771
Punjab,84,Gidderbaha,13 Gurjinder Singh,MALE,25,SC,MLPOIRF,Whistle,125,1,126,0.09,167771
TURN OUT,,,,,,TOTAL:,,,142034,1731,143765,85.69,
Punjab,85,Malout,1 Dr. Baljit Kaur,FEMALE,46,SC,AAAP,Broom,76460,910,77370,55.6,176928
Punjab,85,Malout,2 Harpreet Singh,MALE,44,SC,SAD,Scales,36738,371,37109,26.67,176928
Punjab,85,Malout,3 Prof. Rupinder Kaur Ruby,FEMALE,33,SC,INC,Hand,17547,105,17652,12.68,176928
Punjab,85,Malout,4 Karanvir Singh,MALE,45,SC,PLCP,HOCKEY AND BALL,1162,7,1169,0.84,176928
Punjab,85,Malout,5 Resham Singh,MALE,51,SC,SAD(M),BUCKET,935,3,938,0.67,176928
Punjab,85,Malout,6 NOTA,,,,NOTA,NOTA,894,3,897,0.64,176928
Punjab,85,Malout,7 Harjit Singh,MALE,33,SC,IND,School Bag,783,1,784,0.56,176928
Punjab,85,Malout,8 Sukhwinder Kumar,MALE,28,SC,IND,Cot,700,9,709,0.51,176928
Punjab,85,Malout,9 Balwinder Singh,MALE,50,SC,IND,Almirah,640,1,641,0.46,176928
Punjab,85,Malout,10 Devinder Singh Kotli,MALE,41,SC,CPI(M),"Hammer, Sickle and Star",450,3,453,0.33,176928
Punjab,85,Malout,11 Jassal Singh,MALE,46,SC,IND,Gas Cylinder,378,1,379,0.27,176928
Punjab,85,Malout,12 Bidra Ram,MALE,80,SC,IND,Football,269,1,270,0.19,176928
Punjab,85,Malout,13 Baldev Singh,MALE,48,SC,ASPKR,Kettle,256,1,257,0.18,176928
Punjab,85,Malout,14 Gurmeet Kaur,FEMALE,51,SC,IND,Truck,242,0,242,0.17,176928
Punjab,85,Malout,15 Gurmeet Singh Ranghreta,MALE,52,SC,PLP,Auto- Rickshaw,153,1,154,0.11,176928
Punjab,85,Malout,16 Om Parkash Khichi,MALE,64,SC,IND,COMPUTER,142,1,143,0.1,176928
TURN OUT,,,,,,TOTAL:,,,137749,1418,139167,78.66,
Punjab,86,Muktsar,1 JAGDEEP SINGH 'KAKA BRAR',MALE,55,GENERAL,AAAP,Broom,75173,1148,76321,51.09,189276
Punjab,86,Muktsar,2 KANWARJIT SINGH,MALE,50,GENERAL,SAD,Scales,41763,364,42127,28.2,189276
Punjab,86,Muktsar,3 KARAN KAUR,FEMALE,70,GENERAL,INC,Hand,14170,120,14290,9.57,189276
Punjab,86,Muktsar,4 RAJESH PATHELA,MALE,52,GENERAL,BJP,Lotus,10499,135,10634,7.12,189276
Punjab,86,Muktsar,5 SUKHRAJ SINGH,MALE,52,GENERAL,SAD(M),BUCKET,1954,9,1963,1.31,189276
Punjab,86,Muktsar,6 ANUROOP KAUR SANDHU,FEMALE,29,GENERAL,IND,Cot,909,25,934,0.63,189276
Punjab,86,Muktsar,7 NOTA,,,,NOTA,NOTA,811,9,820,0.55,189276
Punjab,86,Muktsar,8 KRISHAN KUMAR ALIAS KRISHAN SINGH,MALE,28,GENERAL,IND,SHIP,551,0,551,0.37,189276
Punjab,86,Muktsar,9 ALWINDER SINGH,MALE,42,SC,IND,Bat,495,3,498,0.33,189276
Punjab,86,Muktsar,10 RAJ KUMAR,MALE,39,SC,IND,School Bag,397,0,397,0.27,189276
Punjab,86,Muktsar,11 DHARAMJEET SINGH 'BONNY BEDI',MALE,31,GENERAL,LIP,Letter Box,303,7,310,0.21,189276
Punjab,86,Muktsar,12 KALA SINGH,MALE,44,SC,IND,Pot,256,0,256,0.17,189276
Punjab,86,Muktsar,13 SANDEEP KUMAR,MALE,41,SC,IND,Dish Antenna,170,0,170,0.11,189276
Punjab,86,Muktsar,14 BALWANT SINGH,MALE,43,SC,NATJUP,Truck,118,1,119,0.08,189276
TURN OUT,,,,,,TOTAL:,,,147569,1821,149390,78.93,
Punjab,87,Faridkot,1 GURDIT SINGH SEKHON,MALE,50,GENERAL,AAAP,Broom,52689,795,53484,41.18,170539
Punjab,87,Faridkot,2 PARAMBANS SINGH 'BUNTY ROMANA',MALE,48,GENERAL,SAD,Scales,36400,287,36687,28.25,170539
Punjab,87,Faridkot,3 KUSHALDEEP SINGH DHILLON 'KIKKI DHILLON',MALE,49,GENERAL,INC,Hand,33024,231,33255,25.6,170539
Punjab,87,Faridkot,4 GAURAV KAKKAR,MALE,34,GENERAL,BJP,Lotus,2385,39,2424,1.87,170539
Punjab,87,Faridkot,5 GURSAWAK SINGH BHANA,MALE,29,GENERAL,SAD(M),BUCKET,1557,6,1563,1.2,170539
Punjab,87,Faridkot,6 NOTA,,,,NOTA,NOTA,727,5,732,0.56,170539
Punjab,87,Faridkot,7 AMANDEEP SINGH,MALE,28,GENERAL,IND,Bat,362,0,362,0.28,170539
Punjab,87,Faridkot,8 RAVINDER PAL KAUR,FEMALE,56,GENERAL,IND,Pot,332,2,334,0.26,170539
Punjab,87,Faridkot,9 SATNAM SINGH,MALE,45,SC,CPI(ML)(L),Flag with Three Stars,268,1,269,0.21,170539
Punjab,87,Faridkot,10 GURCHARAN SINGH SANGHA,MALE,40,GENERAL,LIP,Letter Box,266,2,268,0.21,170539
Punjab,87,Faridkot,11 JAGDISH RAI SHARMA,MALE,63,GENERAL,SP,Bicycle,225,0,225,0.17,170539
Punjab,87,Faridkot,12 SUKHBIR SINGH,MALE,38,SC,RPIE,Batsman,158,3,161,0.12,170539
Punjab,87,Faridkot,13 GURJIT KAUR,FEMALE,48,GENERAL,BJJP,Walking Stick,115,4,119,0.09,170539
TURN OUT,,,,,,TOTAL:,,,128508,1375,129883,76.16,
Punjab,88,Kotkapura,1 KULTAR SINGH SANDHWAN,MALE,46,GENERAL,AAAP,Broom,53526,483,54009,43.81,160223
Punjab,88,Kotkapura,2 AJAIPAL SINGH SANDHU,MALE,53,GENERAL,INC,Hand,32789,90,32879,26.67,160223
Punjab,88,Kotkapura,3 MANTAR SINGH BRAR,MALE,57,GENERAL,SAD,Scales,29457,119,29576,23.99,160223
Punjab,88,Kotkapura,4 JASKARAN SINGH KAHAN SINGH WALA,MALE,57,GENERAL,SAD(M),BUCKET,2597,9,2606,2.11,160223
Punjab,88,Kotkapura,5 DARGESH KUMAR,MALE,52,GENERAL,PLCP,HOCKEY AND BALL,1035,10,1045,0.85,160223
Punjab,88,Kotkapura,6 NOTA,,,,NOTA,NOTA,887,2,889,0.72,160223
Punjab,88,Kotkapura,7 KULBIR SINGH MATTA,MALE,58,GENERAL,IND,Television,818,5,823,0.67,160223
Punjab,88,Kotkapura,8 DHANWANT KAUR,FEMALE,55,GENERAL,IND,SHIP,396,0,396,0.32,160223
Punjab,88,Kotkapura,9 HARSIMRANJOT SINGH,MALE,25,GENERAL,IND,Bat,272,0,272,0.22,160223
Punjab,88,Kotkapura,10 KULWINDER SINGH,MALE,34,GENERAL,LIP,Letter Box,260,3,263,0.21,160223
Punjab,88,Kotkapura,11 HARPAL SINGH,MALE,51,GENERAL,IND,Lady Finger,261,0,261,0.21,160223
Punjab,88,Kotkapura,12 JARNAIL SINGH,MALE,48,SC,NATJUP,Truck,156,0,156,0.13,160223
Punjab,88,Kotkapura,13 SIMARJIT KAUR,FEMALE,48,GENERAL,IND,Envelope,91,1,92,0.07,160223
TURN OUT,,,,,,TOTAL:,,,122545,722,123267,76.93,
Punjab,89,Jaitu,1 AMOLAK SINGH,MALE,30,SC,AAAP,Broom,59790,452,60242,51.79,151797
Punjab,89,Jaitu,2 MANJIT SINGH ALIAS SUBA SINGH,MALE,61,SC,SAD,Scales,27320,133,27453,23.6,151797
Punjab,89,Jaitu,3 DARSHAN SINGH,MALE,61,SC,INC,Hand,19299,89,19388,16.67,151797
Punjab,89,Jaitu,4 GURDEEP SINGH,MALE,65,SC,SAD(M),Camera,3128,10,3138,2.7,151797
Punjab,89,Jaitu,5 PARAMJIT KAUR GULSHAN,FEMALE,72,SC,SADS,Telephone,1994,11,2005,1.72,151797
Punjab,89,Jaitu,6 RAMANDEEP SINGH,MALE,31,SC,IND,Pot,1136,14,1150,0.99,151797
Punjab,89,Jaitu,7 BALJINDER SINGH,MALE,26,SC,IND,Mike,1007,3,1010,0.87,151797
Punjab,89,Jaitu,8 NOTA,,,,NOTA,NOTA,889,5,894,0.77,151797
Punjab,89,Jaitu,9 HARCHAND RAM,MALE,60,SC,BMUP,Cot,469,7,476,0.41,151797
Punjab,89,Jaitu,10 BALDEV SINGH,MALE,44,SC,IND,Dumbbells,357,0,357,0.31,151797
Punjab,89,Jaitu,11 PARMINDER KAUR,FEMALE,50,SC,IND,Lady Purse,204,1,205,0.18,151797
TURN OUT,,,,,,TOTAL:,,,115593,725,116318,76.63,
Punjab,90,Rampura Phul,1 Balkar Singh Sidhu,MALE,50,GENERAL,AAAP,Broom,55715,440,56155,41.26,170676
Punjab,90,Rampura Phul,2 Sikander Singh Maluka,MALE,72,GENERAL,SAD,Scales,45386,359,45745,33.61,170676
Punjab,90,Rampura Phul,3 Gurpreet Singh Kangar,MALE,55,GENERAL,INC,Hand,28077,108,28185,20.71,170676
Punjab,90,Rampura Phul,4 Baljinder Singh,MALE,48,GENERAL,SAD(M),SHIP,2529,12,2541,1.87,170676
Punjab,90,Rampura Phul,5 Amarjit Singh Sharma,MALE,54,GENERAL,PLCP,HOCKEY AND BALL,1023,18,1041,0.76,170676
Punjab,90,Rampura Phul,6 NOTA,,,,NOTA,NOTA,709,11,720,0.53,170676
Punjab,90,Rampura Phul,7 Rajbir Singh Sidhu,MALE,58,GENERAL,IND,BENCH,388,1,389,0.29,170676
Punjab,90,Rampura Phul,8 Lakhvir Singh,MALE,38,GENERAL,IND,Batsman,329,0,329,0.24,170676
Punjab,90,Rampura Phul,9 Bavlesh Kumar,MALE,48,GENERAL,IND,Binoculars,240,1,241,0.18,170676
Punjab,90,Rampura Phul,10 Charan Singh,MALE,60,GENERAL,IND,Bat,190,1,191,0.14,170676
Punjab,90,Rampura Phul,11 Pritam Singh,MALE,35,GENERAL,IND,Sofa,145,0,145,0.11,170676
Punjab,90,Rampura Phul,12 Harinderjeet Singh,MALE,38,GENERAL,IND,Dumbbells,92,1,93,0.07,170676
Punjab,90,Rampura Phul,13 Jaskaran Singh,MALE,30,GENERAL,IND,Cot,89,2,91,0.07,170676
Punjab,90,Rampura Phul,14 Sikander Singh S/o Bhura Singh,MALE,42,GENERAL,IND,Room Heater,87,0,87,0.06,170676
Punjab,90,Rampura Phul,15 Gurpreet Singh,MALE,37,GENERAL,IND,Television,78,0,78,0.06,170676
Punjab,90,Rampura Phul,16 Sikander Singh S/o Shamsher Singh,MALE,38,GENERAL,IND,BOX,56,2,58,0.04,170676
TURN OUT,,,,,,TOTAL:,,,135133,956,136089,79.74,
Punjab,91,Bhucho Mandi,1 JAGSIR SINGH,MALE,64,SC,AAAP,Broom,85030,748,85778,57.29,185659
Punjab,91,Bhucho Mandi,2 DARSHAN SINGH KOTFATTA,MALE,69,SC,SAD,Scales,35366,200,35566,23.75,185659
Punjab,91,Bhucho Mandi,3 PRITAM SINGH KOTBHAI,MALE,55,SC,INC,Hand,20581,100,20681,13.81,185659
Punjab,91,Bhucho Mandi,4 BALDEV SINGH AKLIA,MALE,54,SC,IND,Cot,2523,23,2546,1.7,185659
Punjab,91,Bhucho Mandi,5 RUPINDERJIT SINGH,MALE,50,SC,BJP,Lotus,2284,46,2330,1.56,185659
Punjab,91,Bhucho Mandi,6 NOTA,,,,NOTA,NOTA,1539,16,1555,1.04,185659
Punjab,91,Bhucho Mandi,7 JAGSEER SINGH,MALE,39,SC,IND,Battery Torch,578,3,581,0.39,185659
Punjab,91,Bhucho Mandi,8 ROOP CHAND,MALE,52,SC,IND,Tea Filter,393,0,393,0.26,185659
Punjab,91,Bhucho Mandi,9 GURPREET KAUR,FEMALE,42,SC,IND,DIAMOND,276,18,294,0.2,185659
TURN OUT,,,,,,TOTAL:,,,148570,1154,149724,80.64,
Punjab,92,Bathinda Urban,1 Jagroop Singh Gill,MALE,69,GENERAL,AAAP,Broom,91509,1548,93057,57.2,229872
Punjab,92,Bathinda Urban,2 Manpreet Singh Badal,MALE,60,GENERAL,INC,Hand,29190,286,29476,18.12,229872
Punjab,92,Bathinda Urban,3 Sarup Chand Singla,MALE,61,GENERAL,SAD,Scales,23906,277,24183,14.86,229872
Punjab,92,Bathinda Urban,4 Raj Kumar,MALE,65,GENERAL,BJP,Lotus,12618,143,12761,7.84,229872
Punjab,92,Bathinda Urban,5 NOTA,,,,NOTA,NOTA,1174,16,1190,0.73,229872
Punjab,92,Bathinda Urban,6 Resham Singh,MALE,55,GENERAL,IND,Hand Cart,454,0,454,0.28,229872
Punjab,92,Bathinda Urban,7 Ram Kishan,MALE,53,SC,IND,Brush,292,2,294,0.18,229872
Punjab,92,Bathinda Urban,8 Sunil Kumar,MALE,29,SC,ASPKR,Kettle,280,0,280,0.17,229872
Punjab,92,Bathinda Urban,9 Harmilap Singh Grewal,MALE,51,GENERAL,IND,Pot,265,2,267,0.16,229872
Punjab,92,Bathinda Urban,10 Raj Kumar,MALE,54,GENERAL,IND,Spanner,183,0,183,0.11,229872
Punjab,92,Bathinda Urban,11 Parveen Hiteshi,MALE,44,SC,IND,Bat,181,0,181,0.11,229872
Punjab,92,Bathinda Urban,12 Wazir Singh,MALE,66,SC,BMUP,Cot,157,3,160,0.1,229872
Punjab,92,Bathinda Urban,13 Chand Singh,MALE,75,SC,IND,Camera,128,1,129,0.08,229872
Punjab,92,Bathinda Urban,14 Jaswant Singh,MALE,55,GENERAL,IND,Gas Cylinder,83,0,83,0.05,229872
TURN OUT,,,,,,TOTAL:,,,160420,2278,162698,70.78,
Punjab,93,Bathinda Rural,1 AMIT RATTAN KOTFATTA,MALE,42,SC,AAAP,Broom,65625,471,66096,53.13,158867
Punjab,93,Bathinda Rural,2 PARKASH SINGH BHATTI,MALE,60,SC,SAD,Scales,30486,131,30617,24.61,158867
Punjab,93,Bathinda Rural,3 HARVINDER SINGH LADDI,MALE,56,SC,INC,Hand,22642,74,22716,18.26,158867
Punjab,93,Bathinda Rural,4 NOTA,,,,NOTA,NOTA,1244,6,1250,1,158867
Punjab,93,Bathinda Rural,5 CHAMKAUR SINGH,MALE,34,SC,IND,Cot,1120,10,1130,0.91,158867
Punjab,93,Bathinda Rural,6 Dr. JAGSIR SINGH MRAR,MALE,41,SC,IND,Ganna Kisan,772,1,773,0.62,158867
Punjab,93,Bathinda Rural,7 Surjit Singh,MALE,61,SC,CPI,Ears of Corn And Sickle,719,9,728,0.59,158867
Punjab,93,Bathinda Rural,8 Savera Singh,MALE,40,SC,PLCP,HOCKEY AND BALL,578,14,592,0.48,158867
Punjab,93,Bathinda Rural,9 JEETA RAM,MALE,45,SC,IND,Glass Tumbler,499,1,500,0.4,158867
TURN OUT,,,,,,TOTAL:,,,123685,717,124402,78.31,
Punjab,94,Talwandi Sabo,1 Prof. Baljinder Kaur,FEMALE,37,GENERAL,AAAP,Broom,48358,395,48753,37.04,157176
Punjab,94,Talwandi Sabo,2 Jeetmohinder Singh Sidhu,MALE,58,GENERAL,SAD,Scales,33357,144,33501,25.46,157176
Punjab,94,Talwandi Sabo,3 Khushbaz Singh Jattana,MALE,41,GENERAL,INC,Hand,26524,104,26628,20.23,157176
Punjab,94,Talwandi Sabo,4 Harminder Singh Jassi,MALE,66,GENERAL,IND,Pot,12575,48,12623,9.59,157176
Punjab,94,Talwandi Sabo,5 Ravi Preet Singh Sidhu,MALE,47,GENERAL,BJP,Lotus,4343,26,4369,3.32,157176
Punjab,94,Talwandi Sabo,6 Master Tajinderpal Singh,MALE,39,GENERAL,JNASRP,Apple,1229,26,1255,0.95,157176
Punjab,94,Talwandi Sabo,7 NOTA,,,,NOTA,NOTA,1002,6,1008,0.77,157176
Punjab,94,Talwandi Sabo,8 Sukhjit Singh,MALE,36,GENERAL,IND,Ganna Kisan,827,4,831,0.63,157176
Punjab,94,Talwandi Sabo,9 Rampy Kaur,FEMALE,25,SC,IND,Cup & Saucer,543,1,544,0.41,157176
Punjab,94,Talwandi Sabo,10 Balvan Singh,MALE,65,SC,IND,SHIP,537,1,538,0.41,157176
Punjab,94,Talwandi Sabo,11 Baljinder Singh,MALE,72,GENERAL,IND,Saw,345,0,345,0.26,157176
Punjab,94,Talwandi Sabo,12 Kamaljeet Kaur,FEMALE,37,GENERAL,IND,Football,317,1,318,0.24,157176
Punjab,94,Talwandi Sabo,13 Harjinder Singh,MALE,54,GENERAL,IND,Helicopter,312,1,313,0.24,157176
Punjab,94,Talwandi Sabo,14 Davinder Singh,MALE,52,GENERAL,IND,Tiller,246,0,246,0.19,157176
Punjab,94,Talwandi Sabo,15 Jagseer Singh,MALE,59,GENERAL,IND,Battery Torch,234,1,235,0.18,157176
Punjab,94,Talwandi Sabo,16 Sukhpreet Singh,MALE,32,GENERAL,IND,Gas Cylinder,99,0,99,0.08,157176
TURN OUT,,,,,,TOTAL:,,,130848,758,131606,83.73,
Punjab,95,Maur,1 SUKHVEER SINGH MAISERKHANA,MALE,34,GENERAL,AAAP,Broom,62547,552,63099,46.37,168914
Punjab,95,Maur,2 LAKHA SINGH SIDHANA,MALE,42,GENERAL,IND,Pot,27936,155,28091,20.64,168914
Punjab,95,Maur,3 JAGMEET SINGH BRAR,MALE,64,GENERAL,SAD,Scales,23196,159,23355,17.16,168914
Punjab,95,Maur,4 DR. MANOJ BALA BANSAL,FEMALE,55,GENERAL,INC,Hand,14890,144,15034,11.05,168914
Punjab,95,Maur,5 DAYAL SODHI,MALE,54,GENERAL,BJP,Lotus,3373,45,3418,2.51,168914
Punjab,95,Maur,6 NOTA,,,,NOTA,NOTA,1343,8,1351,0.99,168914
Punjab,95,Maur,7 COMRADE PRITPAL SINGH,MALE,44,SC,CPI(ML)(L),Flag with Three Stars,555,9,564,0.41,168914
Punjab,95,Maur,8 DARSHAN SINGH BAJIGAR,MALE,48,SC,IND,SHIP,429,3,432,0.32,168914
Punjab,95,Maur,9 PARGAT SINGH,MALE,27,GENERAL,IND,Stool,310,3,313,0.23,168914
Punjab,95,Maur,10 MANGAL RAM,MALE,36,SC,IND,Harmonium,273,1,274,0.2,168914
Punjab,95,Maur,11 HARDEV SINGH BAGGAR MAUR MANDI,MALE,55,SC,IND,Cot,148,2,150,0.11,168914
TURN OUT,,,,,,TOTAL:,,,135000,1081,136081,80.56,
Punjab,96,Mansa,1 Dr.Vijay Singla,MALE,52,GENERAL,AAAP,Broom,99200,823,100023,57.57,219264
Punjab,96,Mansa,2 Shubhdeep Singh Sidhu Moose Wala,MALE,27,GENERAL,INC,Hand,36477,223,36700,21.12,219264
Punjab,96,Mansa,3 Prem Kumar Arora,MALE,54,GENERAL,SAD,Scales,26991,189,27180,15.64,219264
Punjab,96,Mansa,4 Rajinder Singh,MALE,54,GENERAL,SAD(M),Football,4074,15,4089,2.35,219264
Punjab,96,Mansa,5 Jiwan Dass Bawa,MALE,62,GENERAL,PLCP,HOCKEY AND BALL,1717,17,1734,1,219264
Punjab,96,Mansa,6 NOTA,,,,NOTA,NOTA,1089,10,1099,0.63,219264
Punjab,96,Mansa,7 Vaid Balwant Singh,MALE,79,GENERAL,ABRS,Ganna Kisan,674,2,676,0.39,219264
Punjab,96,Mansa,8 Shivcharan Dass,MALE,61,GENERAL,CPIM,Saw,634,5,639,0.37,219264
Punjab,96,Mansa,9 Gurnam Singh,MALE,51,GENERAL,IND,Cot,600,1,601,0.35,219264
Punjab,96,Mansa,10 Raj Kumar,MALE,25,GENERAL,IND,Laptop,497,3,500,0.29,219264
Punjab,96,Mansa,11 Sukhwinder Singh,MALE,55,SC,IND,Petrol Pump,368,3,371,0.21,219264
Punjab,96,Mansa,12 Tarunveer Singh Ahluwalia,MALE,30,GENERAL,LIP,Letter Box,142,2,144,0.08,219264
TURN OUT,,,,,,TOTAL:,,,172463,1293,173756,79.25,
Punjab,97,Sardulgarh,1 Gurpreet Singh Banawali,MALE,43,GENERAL,AAAP,Broom,75338,479,75817,49.61,182806
Punjab,97,Sardulgarh,2 Bikram Singh,MALE,46,GENERAL,INC,Hand,34311,135,34446,22.54,182806
Punjab,97,Sardulgarh,3 Dilraj Singh Bhundar,MALE,53,GENERAL,SAD,Scales,31572,185,31757,20.78,182806
Punjab,97,Sardulgarh,4 Baldev Singh,MALE,30,GENERAL,SAD(M),BUCKET,2337,8,2345,1.53,182806
Punjab,97,Sardulgarh,5 Jagjit Singh Milkha,MALE,44,GENERAL,BJP,Lotus,2004,34,2038,1.33,182806
Punjab,97,Sardulgarh,6 Gursewak Singh,MALE,43,GENERAL,IND,Ganna Kisan,1922,3,1925,1.26,182806
Punjab,97,Sardulgarh,7 Kulwinder Singh,MALE,58,GENERAL,CPI(M),"Hammer, Sickle and Star",896,3,899,0.59,182806
Punjab,97,Sardulgarh,8 Pardeep Singh,MALE,27,SC,IND,Camera,696,0,696,0.46,182806
Punjab,97,Sardulgarh,9 NOTA,,,,NOTA,NOTA,680,4,684,0.45,182806
Punjab,97,Sardulgarh,10 Gurmeet Singh Nandgarh,MALE,44,SC,CPI(ML)(L),Flag with Three Stars,571,0,571,0.37,182806
Punjab,97,Sardulgarh,11 Chhota Singh,MALE,50,GENERAL,IND,Cot,536,3,539,0.35,182806
Punjab,97,Sardulgarh,12 Chet Ram,MALE,51,SC,IND,Auto- Rickshaw,447,1,448,0.29,182806
Punjab,97,Sardulgarh,13 Gurdeep Singh Sidhu,MALE,50,GENERAL,JJJKP,Tiller,329,3,332,0.22,182806
