10 - Detailed Results,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,VALID VOTES POLLED,,,,
STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
Punjab,47,Nawan Shahr,10 PARAMJIT SINGH,MALE,57,GENERAL,JJJKP,Ganna Kisan,504,1,505,0.41,177400
Punjab,47,Nawan Shahr,11 SUNNY SINGH JAFFARPUR,MALE,37,GENERAL,IND,Sewing Machine,472,4,476,0.38,177400
TURN OUT,,,,,,TOTAL:,,,122937,931,123868,69.82,
Punjab,48,Balachaur,1 SANTOSH KUMARI KATARIAA,FEMALE,55,GENERAL,AAAP,Broom,39168,465,39633,34.47,156218
Punjab,48,Balachaur,2 SUNITA RANI,FEMALE,45,GENERAL,SAD,Scales,34802,290,35092,30.52,156218
Punjab,48,Balachaur,3 DARSHAN LAL,MALE,71,GENERAL,INC,Hand,31047,154,31201,27.14,156218
Punjab,48,Balachaur,4 ASHOK BAATH,MALE,62,GENERAL,BJP,Lotus,5481,85,5566,4.84,156218
Punjab,48,Balachaur,5 DALJIT SINGH BAINS,MALE,45,GENERAL,IND,Cot,1563,2,1565,1.36,156218
Punjab,48,Balachaur,6 PREM CHAND,MALE,66,SC,CPI(M),"Hammer, Sickle and Star",913,7,920,0.8,156218
Punjab,48,Balachaur,7 NOTA,,,,NOTA,NOTA,670,9,679,0.59,156218
Punjab,48,Balachaur,8 SATPAL,MALE,40,SC,IND,COMPUTER,308,0,308,0.27,156218
TURN OUT,,,,,,TOTAL:,,,113952,1012,114964,73.59,
Punjab,49,Anandpur Sahib,1 HARJOT SINGH BAINS,MALE,31,GENERAL,AAAP,Broom,81730,402,82132,57.92,193750
Punjab,49,Anandpur Sahib,2 KANWAR PAL SINGH,MALE,64,GENERAL,INC,Hand,36195,157,36352,25.63,193750
Punjab,49,Anandpur Sahib,3 DR. PARMINDER SHARMA,MALE,62,GENERAL,BJP,Lotus,11323,110,11433,8.06,193750
Punjab,49,Anandpur Sahib,4 NUTAN KUMAR ALIAS NITIN NANDA,MALE,39,GENERAL,BSP,Elephant,5898,25,5923,4.18,193750
Punjab,49,Anandpur Sahib,5 RANJIT SINGH,MALE,55,GENERAL,SAD(M),SHIP,1452,7,1459,1.03,193750
Punjab,49,Anandpur Sahib,6 NOTA,,,,NOTA,NOTA,1286,4,1290,0.91,193750
Punjab,49,Anandpur Sahib,7 SANJEEV RANA,MALE,42,GENERAL,IND,Pot,1206,3,1209,0.85,193750
Punjab,49,Anandpur Sahib,8 SHAMSHER SINGH,MALE,47,GENERAL,IND,Cot,557,3,560,0.39,193750
Punjab,49,Anandpur Sahib,9 GURDEV SINGH,MALE,61,GENERAL,CPI(M),"Hammer, Sickle and Star",506,1,507,0.36,193750
Punjab,49,Anandpur Sahib,10 SURINDER KUMAR BEDI,MALE,70,GENERAL,IND,Auto- Rickshaw,470,0,470,0.33,193750
Punjab,49,Anandpur Sahib,11 ASHWANI KUMAR,MALE,42,SC,ASPKR,Kettle,301,0,301,0.21,193750
Punjab,49,Anandpur Sahib,12 MALKIAT SINGH,MALE,61,GENERAL,JJJKP,Cauliflower,171,2,173,0.12,193750
TURN OUT,,,,,,TOTAL:,,,141095,714,141809,73.19,
Punjab,50,Rupnagar,1 DINESH KUMAR CHADHA,MALE,37,GENERAL,AAAP,Broom,59573,330,59903,44.11,185516
Punjab,50,Rupnagar,2 BRINDER SINGH DHILLON,MALE,38,GENERAL,INC,Hand,36184,87,36271,26.71,185516
Punjab,50,Rupnagar,3 Dr. DALJIT SINGH CHEEMA,MALE,59,GENERAL,SAD,Scales,22270,68,22338,16.45,185516
Punjab,50,Rupnagar,4 IQBAL SINGH LALPURA,MALE,68,GENERAL,BJP,Lotus,10002,65,10067,7.41,185516
Punjab,50,Rupnagar,5 SUBEDAR AVTAR SINGH,MALE,50,GENERAL,IND,BUCKET,3335,4,3339,2.46,185516
Punjab,50,Rupnagar,6 DEVINDER SINGH BAJWA,MALE,55,GENERAL,IND,Cot,1916,13,1929,1.42,185516
Punjab,50,Rupnagar,7 BACHITAR SINGH,MALE,51,GENERAL,IND,Scissors,739,2,741,0.55,185516
Punjab,50,Rupnagar,8 NOTA,,,,NOTA,NOTA,681,5,686,0.51,185516
Punjab,50,Rupnagar,9 PARAMJEET SINGH MUKARI,MALE,38,GENERAL,PKD,Hand Cart,516,3,519,0.38,185516
TURN OUT,,,,,,TOTAL:,,,135216,577,135793,73.2,
Punjab,51,Chamkaur Sahib,1 CHARANJIT SINGH,MALE,61,SC,AAAP,Broom,69981,267,70248,47.6,198260
Punjab,51,Chamkaur Sahib,2 CHARANJIT SINGH CHANNI,MALE,58,SC,INC,Hand,62148,158,62306,42.22,198260
Punjab,51,Chamkaur Sahib,3 LAKHVIR SINGH,MALE,30,SC,SAD(M),SHIP,6969,5,6974,4.73,198260
Punjab,51,Chamkaur Sahib,4 HARMOHAN SINGH,MALE,53,SC,BSP,Elephant,3788,14,3802,2.58,198260
Punjab,51,Chamkaur Sahib,5 DARSHAN SINGH SHIVJOT,MALE,53,SC,BJP,Lotus,2494,20,2514,1.7,198260
Punjab,51,Chamkaur Sahib,6 NOTA,,,,NOTA,NOTA,711,2,713,0.48,198260
Punjab,51,Chamkaur Sahib,7 RUPINDER SINGH,MALE,45,SC,IND,Batsman,440,0,440,0.3,198260
Punjab,51,Chamkaur Sahib,8 NAIB SINGH,MALE,65,SC,PNJBNP,Football,229,0,229,0.16,198260
Punjab,51,Chamkaur Sahib,9 GURMUKH SINGH,MALE,62,SC,SP,Bicycle,198,2,200,0.14,198260
Punjab,51,Chamkaur Sahib,10 JAGDEEP SINGH,MALE,36,SC,MLPOIRF,Hour Glass,143,2,145,0.1,198260
TURN OUT,,,,,,TOTAL:,,,147101,470,147571,74.43,
Punjab,52,Kharar,1 Anmol Gagan Maan,FEMALE,31,GENERAL,AAAP,Broom,78067,206,78273,44.3,267219
Punjab,52,Kharar,2 Ranjit Singh Gill,MALE,57,GENERAL,SAD,Scales,40349,39,40388,22.86,267219
Punjab,52,Kharar,3 Vijay Sharma Tinku,MALE,61,GENERAL,INC,Hand,25265,26,25291,14.31,267219
Punjab,52,Kharar,4 Kamal Deep Singh Saini,MALE,46,GENERAL,BJP,Lotus,15210,39,15249,8.63,267219
Punjab,52,Kharar,5 Lakhvir Singh,MALE,55,GENERAL,SAD(M),SHIP,7193,5,7198,4.07,267219
Punjab,52,Kharar,6 Paramdeep Singh Baidwan,MALE,49,GENERAL,IND,Ganna Kisan,3970,5,3975,2.25,267219
Punjab,52,Kharar,7 Manbir Singh,MALE,47,SC,IND,Bat,1232,1,1233,0.7,267219
Punjab,52,Kharar,8 Kulbir Singh Bisht,MALE,40,GENERAL,IND,Cot,1070,0,1070,0.61,267219
Punjab,52,Kharar,9 NOTA,,,,NOTA,NOTA,734,1,735,0.42,267219
Punjab,52,Kharar,10 Jasvir Chander,MALE,56,GENERAL,IND,Battery torch,733,0,733,0.41,267219
Punjab,52,Kharar,11 Mohan Singh,MALE,48,SC,IND,Whistle,624,0,624,0.35,267219
Punjab,52,Kharar,12 Kapil Dev Sharma,MALE,42,GENERAL,IND,Gas Cylinder,463,1,464,0.26,267219
Punjab,52,Kharar,13 Baljeet Singh Ladi,MALE,34,GENERAL,IND,Apple,356,0,356,0.2,267219
Punjab,52,Kharar,14 Jaswinder Singh Jassi,MALE,37,GENERAL,IND,DIAMOND,320,0,320,0.18,267219
Punjab,52,Kharar,15 Bhupinder Singh Mehton,MALE,56,SC,SP,Bicycle,280,0,280,0.16,267219
Punjab,52,Kharar,16 Amandeep Prajapati,MALE,39,GENERAL,SAKAP,Balloon,227,1,228,0.13,267219
Punjab,52,Kharar,17 Sunaina,FEMALE,34,GENERAL,IND,Pineapple,172,1,173,0.1,267219
Punjab,52,Kharar,18 Rupinder Kaur,FEMALE,36,SC,PNJBNP,Football,93,1,94,0.05,267219
TURN OUT,,,,,,TOTAL:,,,176358,326,176684,66.12,
Punjab,53,S.A.S. Nagar,1 KULWANT SINGH,MALE,60,SC,AAAP,Broom,76915,219,77134,49.7,239357
Punjab,53,S.A.S. Nagar,2 BALBIR SINGH SIDHU,MALE,62,GENERAL,INC,Hand,42929,108,43037,27.73,239357
Punjab,53,S.A.S. Nagar,3 SANJEEV VASHISHT,MALE,48,GENERAL,BJP,Lotus,16984,36,17020,10.97,239357
Punjab,53,S.A.S. Nagar,4 PARVINDER SINGH BAIDWAN,MALE,40,GENERAL,SAD,Scales,9601,27,9628,6.2,239357
Punjab,53,S.A.S. Nagar,5 RAVNEET SINGH BRAR,MALE,39,GENERAL,IND,Cot,2962,9,2971,1.91,239357
Punjab,53,S.A.S. Nagar,6 BALWINDER KAUR,FEMALE,38,GENERAL,SAD(M),Truck,2618,2,2620,1.69,239357
Punjab,53,S.A.S. Nagar,7 NOTA,,,,NOTA,NOTA,1185,7,1192,0.77,239357
Punjab,53,S.A.S. Nagar,8 HARSIMRAN SINGH,MALE,32,GENERAL,IND,Chimney,947,0,947,0.61,239357
Punjab,53,S.A.S. Nagar,9 MANIKSHA,THIRD,26,GENERAL,SAKAP,Balloon,343,1,344,0.22,239357
Punjab,53,S.A.S. Nagar,10 SHINDERPAL SINGH,MALE,63,SC,PNJBNP,Football,303,0,303,0.2,239357
TURN OUT,,,,,,TOTAL:,,,154787,409,155196,64.84,
Punjab,54,Bassi Pathana,1 RUPINDER SINGH,MALE,43,SC,AAAP,Broom,53741,277,54018,48.17,149842
Punjab,54,Bassi Pathana,2 GURPREET SINGH,MALE,50,SC,INC,Hand,16112,65,16177,14.43,149842
Punjab,54,Bassi Pathana,3 MANOHAR SINGH,MALE,56,SC,IND,Television,13777,19,13796,12.3,149842
Punjab,54,Bassi Pathana,4 DHARAM SINGH,MALE,55,SC,SAD(M),BUCKET,10892,7,10899,9.72,149842
Punjab,54,Bassi Pathana,5 SHIV KUMAR KALYAN,MALE,50,SC,BSP,Elephant,7830,29,7859,7.01,149842
Punjab,54,Bassi Pathana,6 AMANDEEP KAUR,FEMALE,37,SC,IND,Cot,4996,16,5012,4.47,149842
Punjab,54,Bassi Pathana,7 DEEPAK JYOTI,FEMALE,37,SC,PLCP,HOCKEY AND BALL,1645,2,1647,1.47,149842
Punjab,54,Bassi Pathana,8 NOTA,,,,NOTA,NOTA,784,8,792,0.71,149842
Punjab,54,Bassi Pathana,9 SATVIR SINGH,MALE,44,SC,APNJNTP,Auto- Rickshaw,618,2,620,0.55,149842
Punjab,54,Bassi Pathana,10 JAGDEV SINGH,MALE,62,SC,LIP,Letter Box,582,4,586,0.52,149842
Punjab,54,Bassi Pathana,11 DALJIT SINGH,MALE,42,SC,RAPI,Bat,430,1,431,0.38,149842
Punjab,54,Bassi Pathana,12 LAKHVIR SINGH,MALE,48,SC,SP,Bicycle,307,0,307,0.27,149842
TURN OUT,,,,,,TOTAL:,,,111714,430,112144,74.84,
Punjab,55,Fatehgarh Sahib,1 Lakhbir Singh Rai,MALE,51,GENERAL,AAAP,Broom,57363,343,57706,45.98,162218
Punjab,55,Fatehgarh Sahib,2 Kuljit Singh Nagra,MALE,56,GENERAL,INC,Hand,25412,95,25507,20.32,162218
Punjab,55,Fatehgarh Sahib,3 Didar Singh Bhatti,MALE,67,GENERAL,BJP,Lotus,14128,58,14186,11.3,162218
Punjab,55,Fatehgarh Sahib,4 Emaan Singh Mann,MALE,50,GENERAL,SAD(M),BUCKET,12271,15,12286,9.79,162218
Punjab,55,Fatehgarh Sahib,5 Jagdeep Singh Cheema,MALE,61,GENERAL,SAD,Scales,10866,56,10922,8.7,162218
Punjab,55,Fatehgarh Sahib,6 Sarbjeet Singh (Makhan),MALE,57,GENERAL,SNYKSNGRHP,Cup & Saucer,2154,5,2159,1.72,162218
Punjab,55,Fatehgarh Sahib,7 NOTA,,,,NOTA,NOTA,756,9,765,0.61,162218
Punjab,55,Fatehgarh Sahib,8 Bahal Singh,MALE,48,GENERAL,ASPKR,Kettle,454,1,455,0.36,162218
Punjab,55,Fatehgarh Sahib,9 Sukhvir Singh,MALE,59,GENERAL,SMJSNGP,Helicopter,447,2,449,0.36,162218
Punjab,55,Fatehgarh Sahib,10 Er. Amritbir Singh Bhalmajra,MALE,28,SC,PKD,Hand Cart,409,3,412,0.33,162218
Punjab,55,Fatehgarh Sahib,11 Nawab Ali,MALE,47,GENERAL,IND,Pressure Cooker,257,0,257,0.2,162218
Punjab,55,Fatehgarh Sahib,12 Gurwinder Singh,MALE,47,GENERAL,LIP,Letter Box,210,0,210,0.17,162218
Punjab,55,Fatehgarh Sahib,13 Balwant Singh,MALE,47,GENERAL,IND,Harmonium,201,0,201,0.16,162218
TURN OUT,,,,,,TOTAL:,,,124928,587,125515,77.37,
Punjab,56,Amloh,1 Gurinder Singh Garry Birring,MALE,35,GENERAL,AAAP,Broom,52648,264,52912,46.43,144730
Punjab,56,Amloh,2 Gurpreet Singh Raju Khanna,MALE,50,GENERAL,SAD,Scales,28129,120,28249,24.79,144730
Punjab,56,Amloh,3 Kaka Randeep Singh Nabha,MALE,55,GENERAL,INC,Hand,16045,32,16077,14.11,144730
Punjab,56,Amloh,4 Kanwarveer Singh Tohra,MALE,33,GENERAL,BJP,Lotus,9449,39,9488,8.33,144730
Punjab,56,Amloh,5 Lakhvir Singh Sounti,MALE,48,GENERAL,SAD(M),Truck,3790,3,3793,3.33,144730
Punjab,56,Amloh,6 Darshan Singh Babbi,MALE,54,GENERAL,IND,Cot,1239,4,1243,1.09,144730
Punjab,56,Amloh,7 NOTA,,,,NOTA,NOTA,518,5,523,0.46,144730
Punjab,56,Amloh,8 Jaspal Singh (Harman Tiwana),MALE,30,GENERAL,JJJKP,Ganna Kisan,376,1,377,0.33,144730
Punjab,56,Amloh,9 Sewa Ram Singh,MALE,43,GENERAL,IND,Air Conditioner,356,0,356,0.31,144730
Punjab,56,Amloh,10 Sanjeev Kumar Pilot,MALE,49,GENERAL,JD(U),Arrow,292,0,292,0.26,144730
Punjab,56,Amloh,11 Dharampal,MALE,46,GENERAL,NAPt,BUCKET,289,0,289,0.25,144730
Punjab,56,Amloh,12 Gurbachan Singh,MALE,45,SC,PKD,Hand Cart,204,0,204,0.18,144730
Punjab,56,Amloh,13 Sutantardeep Singh Badgujran,MALE,45,GENERAL,LIP,Letter Box,162,1,163,0.14,144730
TURN OUT,,,,,,TOTAL:,,,113497,469,113966,78.74,
Punjab,57,Khanna,1 TARUNPREET SINGH SOND,MALE,38,GENERAL,AAAP,Broom,61951,474,62425,48.55,172035
Punjab,57,Khanna,2 JASDEEP KAUR YADU,FEMALE,42,GENERAL,SAD,Scales,26635,170,26805,20.85,172035
Punjab,57,Khanna,3 GURKIRAT SINGH,MALE,48,GENERAL,INC,Hand,20181,124,20305,15.79,172035
Punjab,57,Khanna,4 GURPREET SINGH BHATTI,MALE,49,GENERAL,BJP,Lotus,12575,92,12667,9.85,172035
Punjab,57,Khanna,5 PARMJEET SINGH RINKA,MALE,45,GENERAL,SAD(M),BUCKET,3933,3,3936,3.06,172035
Punjab,57,Khanna,6 SUKHWANT SINGH TILLU,MALE,51,GENERAL,IND,Cot,728,4,732,0.57,172035
Punjab,57,Khanna,7 NOTA,,,,NOTA,NOTA,689,5,694,0.54,172035
Punjab,57,Khanna,8 SUKHMIT SINGH KHANNA,MALE,42,GENERAL,PKD,Hand Cart,305,3,308,0.24,172035
Punjab,57,Khanna,9 RAJ KUMAR,MALE,38,SC,IND,Bat,300,2,302,0.23,172035
Punjab,57,Khanna,10 PARMJEET WALIA,MALE,25,GENERAL,IND,Gift Pack,246,1,247,0.19,172035
Punjab,57,Khanna,11 KARNAIL SINGH IKOLAHA,MALE,52,GENERAL,RSP,Spade & Stoker,163,2,165,0.13,172035
TURN OUT,,,,,,TOTAL:,,,127706,880,128586,74.74,
Punjab,58,Samrala,1 JAGTAR SINGH DIYALPURA,MALE,41,GENERAL,AAAP,Broom,57126,431,57557,43.11,176507
Punjab,58,Samrala,2 PARAMJIT SINGH DHILLON,MALE,39,GENERAL,SAD,Scales,26537,130,26667,19.97,176507
Punjab,58,Samrala,3 RUPINDER SINGH RAJA GILL,MALE,47,GENERAL,INC,Hand,23276,92,23368,17.5,176507
Punjab,58,Samrala,4 VARINDER SINGH SEKHON,MALE,37,GENERAL,SAD(M),Ganna Kisan,8310,18,8328,6.24,176507
Punjab,58,Samrala,5 AMRIK SINGH DHILLON,MALE,79,GENERAL,IND,Helicopter,7655,38,7693,5.76,176507
Punjab,58,Samrala,6 BALBIR SINGH RAJEWAL,MALE,79,GENERAL,IND,Cot,4626,50,4676,3.5,176507
Punjab,58,Samrala,7 RANJIT SINGH GAHLEWAL,MALE,50,GENERAL,BJP,Lotus,2312,19,2331,1.75,176507
Punjab,58,Samrala,8 NOTA,,,,NOTA,NOTA,937,4,941,0.7,176507
Punjab,58,Samrala,9 LABH SINGH,MALE,41,GENERAL,IND,Air Conditioner,404,1,405,0.3,176507
Punjab,58,Samrala,10 KAMALJIT KAUR,FEMALE,44,GENERAL,IND,COMPUTER,360,0,360,0.27,176507
Punjab,58,Samrala,11 SANDEEP SINGH,MALE,42,SC,IND,Bat,352,2,354,0.27,176507
Punjab,58,Samrala,12 Dr. SOHAN LAL BLAGGAN,MALE,66,GENERAL,SP,Bicycle,306,1,307,0.23,176507
Punjab,58,Samrala,13 RAJINDER SHARMA,MALE,36,GENERAL,ASKEP,Road Roller,182,1,183,0.14,176507
Punjab,58,Samrala,14 MAJOR SINGH,MALE,48,GENERAL,BJJP,Gas Cylinder,182,0,182,0.14,176507
Punjab,58,Samrala,15 AVNEET SINGH BAGLI KALAN,MALE,40,GENERAL,IND,Petrol Pump,171,1,172,0.13,176507
TURN OUT,,,,,,TOTAL:,,,132736,788,133524,75.65,
Punjab,59,Sahnewal,1 HARDEEP SINGH MUNDIAN,MALE,46,GENERAL,AAAP,Broom,61312,203,61515,34.33,265386
Punjab,59,Sahnewal,2 VIKRAM SINGH BAJWA,MALE,51,GENERAL,INC,Hand,46231,91,46322,25.85,265386
Punjab,59,Sahnewal,3 SHARANJIT SINGH DHILLON,MALE,68,GENERAL,SAD,Scales,41667,105,41772,23.31,265386
Punjab,59,Sahnewal,4 HARPREET SINGH GARCHA,MALE,43,GENERAL,SADS,Telephone,12125,9,12134,6.77,265386
Punjab,59,Sahnewal,5 AMRITPAL SINGH CHHANDRAN,MALE,30,GENERAL,SAD(M),Binoculars,10887,12,10899,6.08,265386
Punjab,59,Sahnewal,6 BHOLA SINGH,MALE,35,GENERAL,IND,Saw,1020,0,1020,0.57,265386
Punjab,59,Sahnewal,7 MALWINDER SINGH GURON,MALE,63,GENERAL,IND,Pot,782,4,786,0.44,265386
Punjab,59,Sahnewal,8 NOTA,,,,NOTA,NOTA,673,6,679,0.38,265386
Punjab,59,Sahnewal,9 GURMIT SINGH MUNDIAN,MALE,50,GENERAL,LIP,Letter Box,639,1,640,0.36,265386
Punjab,59,Sahnewal,10 HARJIT SINGH,MALE,51,SC,IND,Dish Antenna,505,0,505,0.28,265386
Punjab,59,Sahnewal,11 BUDH SINGH,MALE,62,SC,IND,Gas Stove,440,0,440,0.25,265386
Punjab,59,Sahnewal,12 MOHAN SINGH,MALE,62,GENERAL,IND,Rubber Stamp,419,0,419,0.23,265386
Punjab,59,Sahnewal,13 MAJOR SINGH,MALE,52,SC,IND,COMPUTER,410,0,410,0.23,265386
Punjab,59,Sahnewal,14 GURCHARAN SINGH RAJPUT,MALE,42,GENERAL,JD(U),Arrow,285,1,286,0.16,265386
Punjab,59,Sahnewal,15 DEEPAK DHIR,MALE,39,GENERAL,SP,Bicycle,284,0,284,0.16,265386
Punjab,59,Sahnewal,16 INDER DEV PANDEY,MALE,43,GENERAL,ILVK,Chakki,232,0,232,0.13,265386
Punjab,59,Sahnewal,17 SURINDER PAL KAUR,FEMALE,61,GENERAL,IND,Lady Purse,227,3,230,0.13,265386
Punjab,59,Sahnewal,18 DALBIR SINGH,MALE,64,SC,PPID,School Bag,220,0,220,0.12,265386
Punjab,59,Sahnewal,19 LAKHWINDER SINGH,MALE,31,GENERAL,ALPU,Tiller,207,0,207,0.12,265386
Punjab,59,Sahnewal,20 GURDEEP SINGH KAHLON,MALE,50,GENERAL,NATJUP,Truck,196,0,196,0.11,265386
TURN OUT,,,,,,TOTAL:,,,178761,435,179196,67.52,
Punjab,60,Ludhiana East,1 DALJIT SINGH GREWAL (BHOLA),MALE,56,GENERAL,AAAP,Broom,68521,161,68682,47.54,217819
Punjab,60,Ludhiana East,2 SANJEEV TALWAR,MALE,50,GENERAL,INC,Hand,32695,65,32760,22.67,217819
Punjab,60,Ludhiana East,3 RANJIT SINGH DHILLON,MALE,56,GENERAL,SAD,Scales,20341,28,20369,14.1,217819
Punjab,60,Ludhiana East,4 JAGMOHAN SHARMA,MALE,67,GENERAL,BJP,Lotus,18053,21,18074,12.51,217819
Punjab,60,Ludhiana East,5 JASWANT SINGH,MALE,54,GENERAL,SAD(M),BUCKET,1794,1,1795,1.24,217819
Punjab,60,Ludhiana East,6 NOTA,,,,NOTA,NOTA,804,5,809,0.56,217819
Punjab,60,Ludhiana East,7 RAMAN KUMAR (JAGDAMBA),MALE,56,GENERAL,IND,Table,379,0,379,0.26,217819
Punjab,60,Ludhiana East,8 RAJINDER SINGH,MALE,59,GENERAL,IND,Cot,358,1,359,0.25,217819
Punjab,60,Ludhiana East,9 DAVINDER SINGH BILLA,MALE,53,SC,IND,DIAMOND,329,0,329,0.23,217819
Punjab,60,Ludhiana East,10 GURJODH SINGH GILL,MALE,40,GENERAL,LIP,Letter Box,199,0,199,0.14,217819
Punjab,60,Ludhiana East,11 SURESH SINGH,MALE,42,GENERAL,SP,Bicycle,173,0,173,0.12,217819
Punjab,60,Ludhiana East,12 JATINDER SINGH,MALE,34,GENERAL,PPID,School Bag,165,0,165,0.11,217819
Punjab,60,Ludhiana East,13 NARINDER PAL SIDHU,MALE,39,SC,ALPU,Tiller,144,0,144,0.1,217819
Punjab,60,Ludhiana East,14 SAT NARYAN SAH,MALE,50,GENERAL,NATJUP,Truck,140,0,140,0.1,217819
Punjab,60,Ludhiana East,15 PARDEEP SINGH DHAWAN,MALE,42,GENERAL,ILVK,Chakki,104,0,104,0.07,217819
TURN OUT,,,,,,TOTAL:,,,144199,282,144481,66.33,
Punjab,61,Ludhiana South,1 RAJINDER PAL KAUR,FEMALE,56,GENERAL,AAAP,Broom,43697,114,43811,41.56,178311
Punjab,61,Ludhiana South,2 SATINDERPAL SINGH TAJPURI,MALE,56,GENERAL,BJP,Lotus,17657,16,17673,16.76,178311
Punjab,61,Ludhiana South,3 ISHWARJOT SINGH CHEEMA,MALE,48,GENERAL,INC,Hand,15574,30,15604,14.8,178311
Punjab,61,Ludhiana South,4 BALVINDER SINGH BAINS,MALE,63,GENERAL,LIP,Letter Box,11872,34,11906,11.29,178311
Punjab,61,Ludhiana South,5 JATHEDAR HIRA SINGH GABRIA,MALE,74,GENERAL,SAD,Scales,11216,27,11243,10.66,178311
Punjab,61,Ludhiana South,6 DARSHAN SINGH,MALE,60,GENERAL,SAD(M),SHIP,1940,1,1941,1.84,178311
Punjab,61,Ludhiana South,7 SURINDER SHARMA,MALE,66,GENERAL,IND,Binoculars,683,0,683,0.65,178311
Punjab,61,Ludhiana South,8 NOTA,,,,NOTA,NOTA,536,5,541,0.51,178311
Punjab,61,Ludhiana South,9 JASVIR SINGH JASSI,MALE,38,SC,IND,Batsman,403,0,403,0.38,178311
Punjab,61,Ludhiana South,10 SUNDAR LAL,MALE,56,GENERAL,SP,Bicycle,361,1,362,0.34,178311
Punjab,61,Ludhiana South,11 AVTAR SINGH,MALE,42,SC,IND,Cot,252,0,252,0.24,178311
Punjab,61,Ludhiana South,12 SANJAY KUMAR,MALE,44,GENERAL,IND,Brush,210,0,210,0.2,178311
Punjab,61,Ludhiana South,13 RAJ KUMAR SATHI,MALE,51,SC,IND,Air Conditioner,178,0,178,0.17,178311
Punjab,61,Ludhiana South,14 BALJIT SINGH,MALE,45,SC,PPID,School Bag,173,0,173,0.16,178311
Punjab,61,Ludhiana South,15 CHAIL SINGH DHIMAN,MALE,46,GENERAL,ILVK,Chakki,132,0,132,0.13,178311
Punjab,61,Ludhiana South,16 DR. DEVINDER SINGH GILL,MALE,45,GENERAL,ALPU,Tiller,126,1,127,0.12,178311
Punjab,61,Ludhiana South,17 PARAMJIT SINGH,MALE,44,GENERAL,NATJUP,Truck,103,0,103,0.1,178311
Punjab,61,Ludhiana South,18 SUMIT KUMAR,MALE,28,GENERAL,RTORP,Pressure Cooker,85,0,85,0.08,178311
TURN OUT,,,,,,TOTAL:,,,105198,229,105427,59.13,
Punjab,62,Atam Nagar,1 KULWANT SINGH SIDHU,MALE,57,GENERAL,AAAP,Broom,44369,232,44601,42.44,170698
Punjab,62,Atam Nagar,2 KAMALJIT SINGH KARWAL,MALE,51,GENERAL,INC,Hand,28120,127,28247,26.88,170698
Punjab,62,Atam Nagar,3 Simarjeet Singh Bains,MALE,52,GENERAL,LIP,Letter Box,12654,66,12720,12.1,170698
Punjab,62,Atam Nagar,4 PREM MITTAL,MALE,73,GENERAL,BJP,Lotus,9407,40,9447,8.99,170698
Punjab,62,Atam Nagar,5 ADVOCATE HARISH RAI DHANDA,MALE,61,GENERAL,SAD,Scales,7050,70,7120,6.78,170698
Punjab,62,Atam Nagar,6 NOTA,,,,NOTA,NOTA,804,6,810,0.77,170698
Punjab,62,Atam Nagar,7 MANN SINGH RAJU,MALE,45,GENERAL,IND,SHIP,650,0,650,0.62,170698
Punjab,62,Atam Nagar,8 HARKIRAT SINGH RANA,MALE,59,GENERAL,IND,Cot,538,8,546,0.52,170698
Punjab,62,Atam Nagar,9 DAVINDER SINGH (T.N.) VISHWKARMA RAMGARHIA,MALE,60,GENERAL,IND,Crane,323,1,324,0.31,170698
Punjab,62,Atam Nagar,10 TAJINDER SINGH GUMBER (RINKU),MALE,45,GENERAL,IND,Wheel Barrow,112,0,112,0.11,170698
Punjab,62,Atam Nagar,11 SURINDER KAUR BAINS,FEMALE,46,GENERAL,IND,Pencil Box,98,1,99,0.09,170698
Punjab,62,Atam Nagar,12 SUKHDEV SINGH,MALE,58,GENERAL,IND,Grapes,92,0,92,0.09,170698
Punjab,62,Atam Nagar,13 ANIL KUMAR GOYAL,MALE,46,GENERAL,ILVK,Chakki,91,0,91,0.09,170698
Punjab,62,Atam Nagar,14 Baljit Singh,MALE,45,SC,PPID,School Bag,88,0,88,0.08,170698
Punjab,62,Atam Nagar,15 KUNAL,MALE,47,GENERAL,ABHSLP,Lunch Box,80,0,80,0.08,170698
Punjab,62,Atam Nagar,16 MOHINDER PAL SINGH,MALE,62,GENERAL,SP,Bicycle,55,1,56,0.05,170698
TURN OUT,,,,,,TOTAL:,,,104531,552,105083,61.56,
Punjab,63,Ludhiana Central,1 Ashok Parashar (Pappi),MALE,57,GENERAL,AAAP,Broom,32707,82,32789,33.32,158945
Punjab,63,Ludhiana Central,2 Gurdev Sharma Debi,MALE,62,GENERAL,BJP,Lotus,27936,49,27985,28.44,158945
Punjab,63,Ludhiana Central,3 Surinder Kumar Dawar,MALE,70,GENERAL,INC,Hand,26909,63,26972,27.41,158945
Punjab,63,Ludhiana Central,4 Pritpal Singh Pali,MALE,65,GENERAL,SAD,Scales,8207,13,8220,8.35,158945
Punjab,63,Ludhiana Central,5 Harjinder Singh,MALE,69,GENERAL,SAD(M),BUCKET,1281,0,1281,1.3,158945
Punjab,63,Ludhiana Central,6 NOTA,,,,NOTA,NOTA,651,19,670,0.68,158945
